id,sentiment,sentiment_new
"7677_10",1,1
"2129_4",1,1
"7064_9",1,1
"10314_9",1,1
"6572_9",1,1
"2944_8",1,1
"8063_10",1,1
"6821_7",1,1
"4812_1",1,0
"3927_9",1,1
"5727_3",1,0
"10929_7",1,1
"8358_7",1,1
"2854_7",1,1
"12058_1",1,1
"4821_2",1,1
"11658_8",1,1
"8987_2",1,1
"1413_3",1,1
"8652_1",1,0
"5515_3",1,1
"4592_1",1,1
"6185_4",1,1
"5819_2",1,1
"3625_8",1,1
"12006_10",1,1
"1181_1",1,1
"619_10",1,1
"8558_7",1,1
"5407_1",1,1
"2835_4",1,1
"11113_10",1,1
"1017_7",1,1
"7881_7",1,1
"5497_8",1,1
"12090_8",1,1
"8740_9",1,1
"11888_10",1,1
"5762_1",1,1
"2460_1",1,1
"11167_10",1,1
"3002_7",1,1
"5348_7",1,1
"8464_8",1,1
"1440_1",1,1
"987_4",1,1
"568_9",1,1
"12118_8",1,1
"11731_3",1,1
"445_3",1,0
"8793_9",1,1
"6465_4",1,1
"4578_10",1,1
"279_10",1,1
"4111_1",1,0
"9770_10",1,1
"923_4",1,1
"6590_3",1,1
"2412_10",1,1
"6781_7",1,1
"1554_8",1,1
"5963_2",1,0
"4976_1",1,1
"9118_10",1,1
"4607_4",1,1
"1065_1",1,1
"7325_10",1,1
"10635_4",1,1
"956_10",1,1
"4292_7",1,1
"8566_2",1,0
"1228_7",1,1
"11154_3",1,0
"3229_7",1,1
"2482_10",1,1
"4254_10",1,1
"11984_8",1,1
"11754_10",1,1
"1809_2",1,1
"2065_8",1,1
"10090_10",1,1
"10819_9",1,1
"8559_7",1,1
"4114_2",1,1
"4396_10",1,1
"6996_9",1,1
"12283_8",1,1
"6765_3",1,1
"9972_9",1,1
"4537_10",1,1
"2276_4",1,0
"8384_1",1,1
"149_9",1,1
"6656_8",1,1
"5093_10",1,1
"2418_8",1,1
"1220_3",1,1
"9044_8",1,1
"9624_1",1,0
"12188_3",1,1
"10943_3",1,1
"11245_10",1,1
"3026_10",1,1
"8807_1",1,1
"5308_3",1,1
"9412_8",1,1
"745_10",1,1
"2156_1",1,1
"2209_4",1,1
"11152_10",1,1
"1325_9",1,1
"7540_9",1,1
"7056_7",1,1
"641_1",1,0
"11819_10",1,1
"9551_7",1,1
"1175_8",1,1
"29_3",1,1
"11032_7",1,1
"11341_10",1,1
"8016_8",1,1
"9984_4",1,1
"499_2",1,1
"10170_1",1,1
"6073_10",1,1
"6321_9",1,1
"1898_1",1,0
"10855_1",1,1
"4268_1",1,1
"11230_8",1,1
"5424_10",1,1
"2699_4",1,1
"1403_4",1,1
"5047_3",1,1
"5202_1",1,0
"9719_10",1,1
"3140_10",1,1
"8540_2",1,1
"6788_9",1,1
"195_4",1,1
"580_10",1,1
"11703_7",1,1
"10041_8",1,1
"9168_9",1,1
"8913_1",1,1
"9361_2",1,1
"6811_8",1,1
"1303_3",1,1
"9776_1",1,1
"12197_1",1,0
"1422_10",1,1
"6839_1",1,1
"4363_1",1,0
"10544_3",1,1
"7140_4",1,1
"4267_1",1,1
"1278_10",1,1
"1454_8",1,1
"11465_10",1,1
"2674_7",1,1
"2834_2",1,0
"7922_3",1,1
"7585_3",1,1
"8317_10",1,1
"6420_1",1,1
"6667_2",1,1
"8948_1",1,1
"6628_10",1,1
"12133_1",1,1
"1560_10",1,1
"8776_10",1,1
"8214_2",1,1
"1321_4",1,1
"1545_7",1,1
"2695_9",1,1
"307_1",1,1
"885_8",1,1
"11354_2",1,1
"6268_1",1,1
"10111_10",1,1
"10836_1",1,1
"3644_9",1,1
"10182_10",1,1
"2087_9",1,1
"8797_8",1,1
"6068_10",1,1
"8433_1",1,0
"1992_10",1,1
"10438_3",1,1
"9571_2",1,1
"6605_10",1,1
"15_2",1,0
"3360_1",1,1
"6137_10",1,1
"8136_4",1,1
"12059_10",1,1
"6250_1",1,1
"7321_7",1,1
"1726_10",1,1
"7553_1",1,1
"6407_1",1,0
"5523_8",1,1
"8471_9",1,1
"11965_1",1,0
"4305_7",1,1
"1591_10",1,1
"4654_2",1,1
"4339_4",1,1
"4403_10",1,1
"8588_1",1,1
"2569_9",1,1
"166_4",1,1
"7012_9",1,1
"9785_10",1,1
"5554_4",1,0
"5710_10",1,1
"9923_8",1,1
"12266_7",1,1
"21_1",1,0
"5663_10",1,1
"6764_10",1,1
"3184_2",1,1
"8232_7",1,1
"4683_1",1,1
"11153_2",1,1
"10736_9",1,1
"3711_2",1,0
"3881_3",1,1
"7880_2",1,1
"9705_1",1,1
"1144_1",1,1
"10971_1",1,1
"9124_2",1,0
"2432_10",1,1
"10157_1",1,1
"7101_3",1,1
"442_3",1,1
"10770_7",1,1
"6903_10",1,1
"1434_4",1,1
"28_9",1,1
"2368_8",1,1
"12078_1",1,0
"11081_2",1,0
"5641_7",1,1
"5982_9",1,1
"10785_4",1,1
"10989_1",1,0
"6803_9",1,1
"7991_10",1,1
"2105_2",1,1
"3245_1",1,1
"5829_10",1,1
"10107_2",1,1
"3828_10",1,1
"8891_2",1,1
"8491_8",1,1
"12126_8",1,1
"3917_2",1,0
"3981_4",1,1
"11298_1",1,1
"6109_10",1,1
"5721_10",1,1
"1379_1",1,1
"7491_10",1,1
"5106_10",1,1
"2411_1",1,1
"11141_1",1,0
"1541_2",1,0
"10089_9",1,1
"3954_1",1,0
"8202_2",1,1
"3114_7",1,1
"6997_10",1,1
"5335_8",1,1
"7447_3",1,0
"4172_1",1,0
"3098_1",1,0
"1557_10",1,1
"10138_2",1,1
"1279_8",1,1
"2706_1",1,1
"10766_3",1,1
"787_1",1,1
"12204_10",1,1
"110_1",1,1
"3200_2",1,1
"6176_4",1,1
"12236_2",1,0
"1690_1",1,1
"6472_2",1,1
"5764_10",1,1
"2464_10",1,1
"7922_8",1,1
"1194_10",1,1
"563_10",1,1
"1361_3",1,1
"2834_9",1,1
"7330_1",1,0
"10255_1",1,1
"5205_10",1,0
"8751_10",1,1
"11878_9",1,1
"4831_1",1,0
"7614_7",1,1
"7939_1",1,0
"3807_2",1,1
"11197_7",1,1
"7229_9",1,1
"9790_4",1,0
"3173_7",1,1
"3814_7",1,1
"9398_10",1,1
"9587_2",1,1
"11561_1",1,1
"1912_8",1,1
"9644_4",1,0
"5678_2",1,1
"3466_10",1,1
"7185_3",1,1
"8612_8",1,1
"7027_9",1,1
"5049_4",1,0
"6132_1",1,1
"2770_10",1,1
"2137_1",1,1
"10819_1",1,1
"8059_3",1,1
"6606_4",1,1
"8203_3",1,1
"3363_1",1,1
"7151_10",1,1
"9820_10",1,1
"3227_4",1,1
"10227_7",1,1
"6176_8",1,1
"4130_1",1,1
"1788_10",1,1
"977_9",1,1
"8624_1",1,0
"9789_10",1,1
"1345_9",1,1
"12333_1",1,1
"1249_1",1,1
"6448_9",1,1
"4669_8",1,1
"4966_7",1,1
"8685_4",1,1
"10293_1",1,1
"10991_1",1,1
"10775_10",1,1
"11188_8",1,1
"5434_7",1,1
"309_10",1,1
"8196_10",1,1
"1075_9",1,1
"5376_2",1,0
"7820_7",1,1
"7563_1",1,0
"1088_8",1,1
"9350_8",1,1
"1298_1",1,0
"5786_10",1,1
"6458_3",1,1
"5107_10",1,1
"5862_7",1,1
"9064_7",1,1
"4939_10",1,1
"2401_7",1,1
"1358_10",1,1
"1645_10",1,1
"1354_4",1,1
"8117_4",1,1
"187_1",1,1
"11558_3",1,1
"10616_10",1,1
"7018_10",1,1
"9811_10",1,1
"2733_8",1,1
"1590_1",1,0
"3744_4",1,1
"1864_1",1,0
"968_2",1,0
"11344_9",1,1
"4469_3",1,1
"1285_9",1,1
"7766_10",1,1
"3402_1",1,0
"2552_4",1,1
"2331_9",1,1
"7645_1",1,0
"371_4",1,0
"9411_7",1,1
"11075_1",1,0
"9208_2",1,1
"9764_10",1,1
"4211_7",1,1
"2168_10",1,1
"7319_8",1,1
"6531_1",1,1
"1153_4",1,1
"401_1",1,1
"12470_7",1,1
"3912_1",1,0
"2093_8",1,1
"4398_10",1,1
"7676_3",1,1
"9812_10",1,1
"11308_1",1,1
"3528_10",1,1
"10243_9",1,1
"8204_7",1,1
"11253_10",1,1
"44_8",1,1
"5623_4",1,1
"9438_10",1,1
"743_2",1,1
"1024_9",1,1
"7731_9",1,1
"12426_3",1,0
"2990_10",1,1
"1658_2",1,1
"8003_3",1,0
"10807_3",1,1
"10732_10",1,1
"3708_10",1,1
"9943_1",1,0
"12212_2",1,0
"8443_1",1,0
"7399_9",1,1
"10645_4",1,1
"11958_8",1,1
"12353_2",1,1
"6972_7",1,1
"1209_7",1,1
"11569_1",1,1
"2150_1",1,1
"4933_4",1,1
"12125_7",1,1
"4491_10",1,1
"2285_8",1,1
"10024_3",1,0
"10439_8",1,1
"2161_7",1,1
"5396_10",1,1
"6184_8",1,1
"2865_3",1,1
"5463_10",1,1
"8644_4",1,1
"3990_1",1,0
"3632_3",1,0
"1550_2",1,1
"329_10",1,1
"322_8",1,1
"10419_4",1,1
"11970_10",1,1
"10990_8",1,1
"5211_1",1,1
"3946_3",1,1
"10800_8",1,1
"11766_7",1,1
"2680_9",1,1
"4032_2",1,0
"5749_8",1,1
"6037_4",1,1
"8391_2",1,0
"3637_10",1,1
"8386_10",1,1
"9163_10",1,1
"1885_8",1,1
"11521_10",1,1
"3063_1",1,1
"7061_2",1,1
"5292_10",1,1
"11440_1",1,1
"8759_3",1,1
"6860_8",1,1
"4087_3",1,1
"37_9",1,1
"1142_7",1,1
"11344_1",1,1
"3170_10",1,1
"3984_1",1,1
"6897_2",1,0
"6153_10",1,1
"7703_8",1,1
"11903_3",1,1
"4221_8",1,1
"9761_7",1,1
"6989_2",1,1
"10532_9",1,1
"80_4",1,1
"2877_2",1,1
"11387_10",1,1
"8180_3",1,1
"12484_9",1,1
"1059_10",1,1
"5152_10",1,1
"10454_1",1,1
"9446_1",1,0
"9325_9",1,1
"5889_10",1,1
"2185_3",1,1
"8751_4",1,0
"3908_10",1,1
"11928_8",1,1
"1850_10",1,1
"7084_4",1,1
"279_1",1,0
"5871_10",1,1
"8401_3",1,1
"3894_2",1,1
"7972_10",1,1
"12300_4",1,1
"428_3",1,1
"4752_1",1,0
"775_1",1,1
"11625_4",1,1
"10417_7",1,1
"3985_10",1,1
"7754_3",1,0
"11535_10",1,1
"1700_1",1,1
"7417_1",1,0
"6934_10",1,1
"7332_7",1,1
"3664_3",1,1
"1040_4",1,1
"6319_10",1,1
"7111_3",1,0
"4012_2",1,1
"9490_4",1,1
"3910_1",1,0
"10888_1",1,0
"1476_3",1,1
"1741_10",1,1
"11606_4",1,1
"1858_8",1,1
"3268_10",1,1
"5960_8",1,1
"9882_10",1,1
"352_4",1,1
"2341_1",1,0
"3113_10",1,1
"6026_8",1,1
"3204_2",1,1
"10976_1",1,1
"9655_10",1,1
"11090_4",1,1
"6952_4",1,0
"11227_10",1,1
"914_1",1,0
"9182_3",1,1
"4094_10",1,1
"5722_9",1,1
"5036_4",1,1
"11027_10",1,1
"4428_2",1,1
"1603_4",1,1
"8893_4",1,1
"6658_7",1,1
"9099_7",1,1
"609_1",1,1
"6636_8",1,1
"1437_8",1,1
"5356_7",1,1
"10048_8",1,1
"2683_10",1,1
"7424_10",1,1
"11901_10",1,1
"3862_1",1,1
"7476_4",1,1
"8264_10",1,1
"1254_10",1,1
"8253_8",1,1
"8892_7",1,1
"899_9",1,1
"7113_2",1,1
"5968_1",1,1
"4015_1",1,1
"4015_10",1,1
"3684_10",1,1
"866_2",1,0
"11594_9",1,1
"5466_2",1,1
"12423_2",1,0
"5657_10",1,1
"2743_1",1,1
"7354_4",1,0
"6135_9",1,1
"3373_8",1,1
"4624_9",1,1
"3470_8",1,1
"4994_8",1,1
"8677_1",1,1
"8629_7",1,1
"12000_9",1,1
"4248_10",1,1
"9792_3",1,1
"9810_1",1,1
"4582_1",1,1
"10014_7",1,1
"12032_7",1,1
"315_4",1,1
"7921_7",1,1
"3795_2",1,1
"6503_7",1,1
"5579_10",1,1
"2385_4",1,1
"6413_1",1,1
"3974_7",1,1
"9226_10",1,1
"12405_10",1,1
"10983_10",1,1
"9512_10",1,1
"604_3",1,0
"6100_1",1,1
"9615_8",1,1
"10504_7",1,1
"1472_10",1,1
"10266_7",1,1
"3142_9",1,1
"1120_9",1,1
"8278_1",1,0
"7366_7",1,1
"904_10",1,1
"2587_9",1,1
"4793_10",1,1
"8908_1",1,0
"5499_2",1,1
"2292_1",1,0
"1076_3",1,0
"10536_2",1,1
"11915_9",1,1
"10211_4",1,1
"6994_8",1,1
"9986_2",1,1
"3654_8",1,1
"8983_4",1,1
"12447_7",1,1
"1480_7",1,1
"8762_10",1,1
"7080_3",1,1
"10744_8",1,1
"1268_2",1,1
"6707_4",1,1
"628_1",1,1
"9297_10",1,1
"9215_1",1,1
"9730_1",1,1
"3513_1",1,0
"9920_2",1,1
"12342_7",1,1
"5851_7",1,1
"10230_7",1,1
"159_1",1,0
"1013_7",1,1
"11559_1",1,0
"11460_10",1,1
"2527_3",1,1
"4469_9",1,1
"9623_8",1,1
"7439_10",1,1
"7027_1",1,1
"9833_4",1,1
"7625_3",1,1
"2365_3",1,1
"8988_7",1,1
"10935_8",1,1
"6390_2",1,1
"12180_1",1,1
"11410_1",1,1
"11883_4",1,1
"2302_8",1,1
"11052_4",1,1
"2283_10",1,1
"4921_2",1,0
"918_10",1,1
"3721_10",1,1
"5122_10",1,1
"5642_8",1,1
"1478_4",1,1
"11705_8",1,1
"10454_8",1,1
"10748_3",1,0
"24_4",1,1
"4237_4",1,1
"10075_3",1,1
"4057_7",1,1
"12379_3",1,1
"1391_7",1,1
"5213_10",1,1
"10994_10",1,1
"10412_8",1,1
"1539_2",1,0
"4940_3",1,1
"5772_2",1,1
"3716_7",1,1
"1688_10",1,1
"6805_10",1,1
"11294_1",1,1
"6340_7",1,1
"10406_1",1,1
"1750_4",1,1
"10196_8",1,1
"944_8",1,1
"11326_9",1,1
"8794_10",1,1
"7296_10",1,1
"2986_10",1,1
"3260_1",1,1
"11183_4",1,1
"12111_1",1,1
"10449_2",1,1
"9173_3",1,0
"11015_10",1,1
"4991_10",1,1
"6725_8",1,1
"3909_3",1,1
"4504_1",1,1
"1505_3",1,0
"142_1",1,0
"1747_8",1,1
"8132_7",1,1
"1883_4",1,1
"8520_7",1,1
"11601_9",1,1
"1115_3",1,1
"4532_2",1,1
"3849_1",1,0
"12461_1",1,1
"12341_7",1,1
"9922_8",1,1
"5668_1",1,1
"5119_2",1,1
"863_4",1,1
"7549_10",1,1
"11674_3",1,1
"1535_7",1,1
"10514_1",1,1
"180_10",1,1
"718_3",1,1
"11885_1",1,1
"9532_1",1,1
"10540_1",1,1
"5734_1",1,1
"1467_1",1,1
"2757_10",1,1
"2228_10",1,1
"3619_8",1,1
"8743_10",1,1
"12163_7",1,1
"6485_10",1,1
"3093_8",1,1
"6715_7",1,1
"6915_2",1,1
"4118_2",1,1
"12344_4",1,1
"9646_1",1,1
"8557_3",1,0
"10004_2",1,1
"2995_2",1,1
"8027_10",1,1
"11549_10",1,1
"5116_2",1,1
"8639_4",1,1
"5348_2",1,1
"6921_2",1,1
"7425_9",1,1
"6611_2",1,1
"7912_2",1,1
"2853_1",1,1
"11241_10",1,1
"11282_10",1,1
"8430_10",1,1
"4048_10",1,1
"11461_4",1,1
"370_8",1,1
"1388_8",1,1
"6827_2",1,0
"1955_1",1,1
"9406_8",1,1
"11671_10",1,1
"1273_7",1,1
"2730_7",1,1
"4954_3",1,1
"3747_3",1,1
"6242_8",1,1
"214_1",1,0
"5655_10",1,1
"5474_8",1,1
"10940_10",1,1
"11377_10",1,1
"6693_1",1,1
"9261_10",1,1
"1902_4",1,1
"11055_1",1,1
"9478_7",1,1
"10394_1",1,1
"1148_4",1,1
"6415_8",1,1
"8166_1",1,1
"10675_4",1,1
"1553_3",1,1
"1810_10",1,1
"11618_3",1,1
"9391_1",1,1
"453_4",1,1
"6365_1",1,1
"5280_4",1,1
"4373_2",1,0
"1863_1",1,1
"1107_2",1,1
"423_10",1,1
"10452_1",1,1
"11960_1",1,1
"4690_4",1,1
"6524_9",1,1
"7236_4",1,1
"1063_10",1,1
"7323_10",1,1
"5858_1",1,1
"7505_9",1,1
"2191_1",1,1
"10312_9",1,1
"938_10",1,1
"10645_10",1,1
"806_10",1,1
"5755_2",1,1
"4807_10",1,1
"7180_4",1,0
"2066_10",1,1
"11913_3",1,1
"6956_4",1,1
"12473_3",1,1
"10677_4",1,1
"3778_9",1,1
"6212_10",1,1
"7074_10",1,1
"6052_10",1,1
"11469_8",1,1
"12390_7",1,1
"1094_7",1,1
"7232_1",1,1
"7605_2",1,1
"8524_9",1,1
"3919_1",1,1
"7029_10",1,1
"1846_8",1,1
"8459_3",1,0
"6844_2",1,1
"10600_10",1,1
"1508_2",1,0
"299_8",1,1
"1507_8",1,1
"12158_2",1,0
"2827_9",1,1
"12236_10",1,1
"5544_8",1,1
"7351_8",1,1
"5435_1",1,0
"12495_10",1,1
"3267_3",1,1
"2312_10",1,1
"10841_3",1,1
"5976_2",1,0
"1524_10",1,1
"9100_2",1,1
"8377_8",1,1
"7647_1",1,1
"7850_4",1,1
"7424_3",1,0
"1045_3",1,1
"445_9",1,1
"1916_7",1,1
"7329_7",1,1
"1580_1",1,1
"2164_7",1,1
"6438_7",1,1
"2683_4",1,1
"9809_8",1,1
"9314_2",1,0
"12451_10",1,1
"4245_8",1,1
"2168_2",1,0
"2089_4",1,0
"4020_7",1,1
"12366_1",1,0
"5598_1",1,0
"6494_8",1,1
"7680_10",1,1
"232_7",1,1
"6551_4",1,1
"4056_8",1,1
"6822_1",1,1
"1465_7",1,1
"2230_4",1,1
"6054_1",1,0
"7179_2",1,1
"11445_8",1,1
"1929_1",1,1
"4646_10",1,1
"2861_8",1,1
"8822_4",1,1
"7184_9",1,1
"240_4",1,1
"8718_10",1,1
"5734_10",1,1
"3112_1",1,0
"10350_9",1,1
"5978_10",1,1
"9354_9",1,1
"3240_9",1,1
"789_8",1,1
"1324_10",1,1
"4557_9",1,1
"5053_4",1,1
"11944_8",1,1
"4452_1",1,1
"4045_10",1,1
"3763_2",1,1
"3312_3",1,1
"3951_10",1,1
"12470_3",1,0
"2642_4",1,1
"6501_10",1,1
"5101_4",1,1
"851_1",1,1
"11362_10",1,1
"11699_2",1,1
"9081_8",1,1
"70_1",1,0
"4519_1",1,0
"429_10",1,1
"11330_4",1,1
"7412_7",1,1
"6265_8",1,1
"1838_3",1,1
"2046_9",1,1
"10311_1",1,1
"9686_1",1,1
"8061_9",1,1
"12294_1",1,0
"11657_10",1,1
"6979_10",1,1
"10805_7",1,1
"9674_9",1,1
"6463_10",1,1
"1920_10",1,1
"5747_7",1,1
"6690_2",1,1
"12433_8",1,1
"11962_1",1,1
"11300_8",1,1
"5270_1",1,1
"10515_3",1,0
"11139_10",1,1
"9880_1",1,1
"10154_10",1,1
"7778_3",1,1
"12286_10",1,1
"5832_10",1,1
"5277_3",1,1
"8116_10",1,1
"2093_1",1,0
"10399_2",1,1
"5056_7",1,1
"9006_3",1,1
"7161_4",1,1
"3777_1",1,1
"5107_4",1,1
"4588_9",1,1
"7815_1",1,0
"11686_2",1,0
"8981_4",1,1
"9635_3",1,1
"11432_7",1,1
"8982_9",1,1
"2921_1",1,0
"8569_8",1,1
"8628_7",1,1
"3575_7",1,1
"4468_4",1,1
"10049_1",1,0
"11007_8",1,1
"3105_7",1,1
"8054_1",1,0
"4627_4",1,1
"9455_1",1,0
"99_3",1,1
"7204_1",1,0
"8674_1",1,1
"7378_4",1,1
"11743_9",1,1
"11768_8",1,1
"11278_10",1,1
"4943_2",1,0
"10932_8",1,1
"4877_9",1,1
"388_1",1,1
"12445_1",1,0
"2361_10",1,1
"4360_10",1,1
"4404_10",1,1
"3733_8",1,1
"11108_10",1,1
"11129_9",1,1
"2484_1",1,1
"799_4",1,1
"12486_9",1,1
"10333_1",1,0
"4379_4",1,1
"4484_1",1,0
"11480_2",1,1
"6206_7",1,1
"2530_1",1,1
"10060_3",1,1
"5831_10",1,1
"5645_3",1,1
"7315_7",1,1
"4552_1",1,0
"10704_1",1,0
"909_10",1,1
"7842_1",1,1
"5367_7",1,1
"6728_9",1,1
"10267_7",1,1
"12014_10",1,1
"12282_1",1,1
"4941_9",1,1
"10990_1",1,1
"3603_7",1,1
"5802_8",1,1
"8856_10",1,1
"2760_1",1,0
"9794_4",1,1
"9090_1",1,0
"2855_2",1,0
"10719_7",1,1
"1361_9",1,1
"10476_2",1,1
"9303_8",1,1
"11392_3",1,1
"4975_3",1,0
"9500_7",1,1
"7156_10",1,1
"7893_8",1,1
"7708_10",1,1
"5868_1",1,1
"11629_10",1,1
"2728_1",1,1
"11761_7",1,1
"359_7",1,1
"4186_10",1,1
"8506_10",1,1
"8216_2",1,0
"534_10",1,1
"10316_10",1,1
"8745_8",1,1
"9112_3",1,1
"6546_3",1,1
"4450_10",1,1
"3737_9",1,1
"6311_2",1,1
"1578_7",1,1
"7357_4",1,0
"1081_10",1,1
"913_1",1,1
"1687_10",1,1
"4764_7",1,1
"12099_8",1,1
"7253_1",1,0
"9347_2",1,1
"6583_7",1,1
"9016_8",1,1
"1754_1",1,1
"7868_8",1,1
"2047_3",1,1
"2852_7",1,1
"5270_10",1,1
"6462_8",1,1
"10089_1",1,1
"3949_2",1,0
"6770_1",1,1
"5196_7",1,1
"10661_9",1,1
"11275_8",1,1
"1026_2",1,1
"10914_7",1,1
"12419_8",1,1
"6798_8",1,1
"6460_4",1,1
"7924_2",1,1
"7164_1",1,0
"2027_1",1,0
"11795_8",1,1
"7073_4",1,1
"515_1",1,0
"2438_10",1,1
"5604_1",1,0
"7716_10",1,1
"1162_10",1,1
"6920_7",1,1
"2775_2",1,0
"1305_9",1,1
"7721_4",1,1
"9248_10",1,1
"841_1",1,1
"5343_4",1,0
"5767_10",1,1
"4610_1",1,0
"5693_7",1,1
"5170_1",1,1
"9881_2",1,1
"10611_3",1,1
"3277_7",1,1
"11907_4",1,1
"9967_10",1,1
"89_10",1,1
"9600_9",1,1
"786_10",1,1
"4201_9",1,1
"10125_8",1,1
"3184_10",1,1
"2349_3",1,1
"6164_10",1,1
"10069_10",1,1
"9746_10",1,1
"6440_7",1,1
"6168_2",1,0
"2624_10",1,1
"4747_2",1,1
"917_9",1,1
"1121_1",1,1
"5351_4",1,1
"9590_10",1,1
"6424_2",1,1
"4061_4",1,1
"12488_8",1,1
"4976_7",1,1
"6243_1",1,1
"11254_4",1,1
"707_3",1,1
"7182_1",1,1
"9301_8",1,1
"996_7",1,1
"367_8",1,1
"12429_1",1,0
"7590_1",1,1
"4960_9",1,1
"10034_1",1,1
"6468_1",1,1
"6221_1",1,1
"7579_4",1,1
"1908_2",1,1
"682_9",1,1
"8179_8",1,1
"6611_7",1,1
"4393_10",1,1
"4790_7",1,1
"8800_10",1,1
"4101_8",1,1
"2367_10",1,1
"7787_3",1,1
"11677_2",1,1
"11381_10",1,1
"2079_10",1,1
"779_8",1,1
"4787_8",1,1
"8414_10",1,1
"8278_10",1,1
"10718_1",1,1
"11994_9",1,1
"10284_1",1,0
"11775_10",1,1
"6117_10",1,1
"978_7",1,1
"5628_10",1,1
"6733_10",1,1
"2794_1",1,1
"12003_4",1,1
"7190_8",1,1
"5457_8",1,1
"8886_7",1,1
"2552_10",1,1
"2448_1",1,0
"3051_10",1,1
"11831_8",1,1
"8423_2",1,1
"9917_2",1,1
"4131_3",1,1
"7092_1",1,0
"546_3",1,1
"7217_2",1,1
"6020_9",1,1
"8791_4",1,1
"3199_1",1,0
"1693_7",1,1
"9167_8",1,1
"11222_10",1,1
"6120_2",1,0
"3601_9",1,1
"12489_10",1,1
"6946_9",1,1
"3481_2",1,1
"170_2",1,1
"2313_8",1,1
"6969_4",1,1
"4193_1",1,1
"8616_8",1,1
"6532_9",1,1
"4968_10",1,1
"8268_10",1,1
"5429_8",1,1
"780_9",1,1
"6601_9",1,1
"7016_3",1,1
"2676_10",1,1
"8885_3",1,0
"3923_3",1,1
"1510_8",1,0
"6812_1",1,0
"6495_4",1,1
"7025_1",1,1
"10256_4",1,1
"11794_8",1,1
"429_3",1,1
"9734_4",1,1
"9021_3",1,1
"9185_1",1,1
"11565_7",1,1
"10816_2",1,0
"7279_10",1,1
"5763_4",1,1
"9030_7",1,1
"10327_1",1,0
"10415_3",1,0
"11204_2",1,0
"7946_3",1,1
"2217_3",1,1
"10901_3",1,1
"801_2",1,1
"3362_10",1,1
"5036_8",1,1
"2229_10",1,1
"2311_9",1,1
"2202_4",1,1
"5776_8",1,1
"7102_1",1,0
"10307_2",1,1
"7929_9",1,1
"6460_8",1,1
"10941_3",1,0
"9160_4",1,1
"4398_3",1,1
"2928_1",1,1
"7080_9",1,1
"10345_3",1,1
"10579_10",1,1
"11030_4",1,1
"6366_4",1,1
"9721_9",1,1
"11013_10",1,1
"10181_10",1,1
"1821_8",1,1
"3284_10",1,1
"8888_4",1,1
"425_2",1,1
"4786_4",1,1
"11246_4",1,1
"8125_8",1,1
"4399_1",1,0
"8208_3",1,0
"12453_10",1,1
"9567_1",1,1
"11276_4",1,1
"9413_7",1,1
"3415_7",1,1
"10880_1",1,1
"9230_3",1,1
"4798_9",1,1
"7083_3",1,1
"11336_4",1,1
"10252_10",1,1
"10342_1",1,0
"939_8",1,1
"11320_1",1,1
"6823_8",1,1
"2057_1",1,0
"3587_10",1,1
"5198_10",1,1
"8211_9",1,1
"3853_1",1,0
"9189_2",1,1
"11957_1",1,1
"18_1",1,0
"11986_2",1,1
"10846_10",1,1
"10845_10",1,1
"1391_1",1,1
"1124_8",1,1
"6110_4",1,1
"1083_7",1,1
"10159_7",1,1
"5501_7",1,1
"4245_4",1,1
"7014_10",1,1
"4644_9",1,1
"10330_9",1,1
"3820_9",1,1
"1009_3",1,1
"650_10",1,1
"6697_7",1,1
"2672_10",1,1
"3615_1",1,0
"12490_4",1,1
"6207_7",1,1
"4594_1",1,1
"720_1",1,1
"2216_7",1,1
"148_1",1,1
"7276_10",1,1
"1397_10",1,1
"7900_9",1,1
"5709_9",1,1
"11118_4",1,1
"3457_1",1,1
"1759_3",1,1
"10550_2",1,1
"2277_3",1,0
"4992_8",1,1
"6870_8",1,1
"10820_3",1,1
"4973_10",1,1
"1070_10",1,1
"3495_1",1,1
"11499_8",1,1
"2069_4",1,1
"600_8",1,1
"11319_7",1,1
"9800_9",1,1
"10718_10",1,1
"4693_10",1,1
"4496_3",1,1
"4921_10",1,1
"7740_2",1,1
"12115_7",1,1
"9930_3",1,1
"7619_8",1,1
"9256_2",1,1
"1053_4",1,0
"2867_1",1,1
"11107_4",1,1
"2027_8",1,1
"4249_7",1,1
"3604_7",1,1
"6499_1",1,1
"2418_2",1,1
"10105_8",1,1
"1738_4",1,1
"7481_1",1,1
"6172_4",1,1
"4050_10",1,1
"6701_7",1,1
"3171_8",1,1
"8438_8",1,1
"9536_9",1,1
"10028_10",1,1
"11430_7",1,1
"9748_1",1,1
"1338_7",1,1
"2012_9",1,1
"9872_8",1,1
"7897_1",1,0
"4277_8",1,1
"9648_8",1,1
"4225_2",1,1
"4116_7",1,1
"12017_8",1,1
"12167_1",1,0
"2746_8",1,1
"10171_1",1,1
"4066_1",1,0
"1002_3",1,1
"2771_3",1,1
"2601_10",1,1
"8138_9",1,1
"9024_3",1,1
"7848_10",1,1
"7229_3",1,1
"7325_4",1,1
"4319_9",1,1
"1434_10",1,1
"2623_9",1,1
"11666_10",1,1
"8904_2",1,1
"10097_2",1,1
"5015_7",1,1
"11209_10",1,1
"5409_1",1,1
"633_1",1,0
"5813_4",1,1
"6740_1",1,0
"2236_7",1,1
"12159_1",1,1
"9252_3",1,0
"5178_3",1,1
"4956_1",1,0
